credit.policy,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business
0.4915424711785237,0.7445343570315162,1.1091944396559885,0.69665782160935,0.012171405221405801,-0.6293236190180335,0.27568537102615814,-0.00763353217709545,0.9515231565040135,-0.26263123252624604,1.5919711926527087,-0.23868779746870405,2.584057799163718,-0.8341961005244187,-0.19403342688197386,-0.2616681625731732,-0.2197649212334259,-0.2659133200789619
0.4915424711785237,-1.7799458899038298,-0.7952258210873323,0.1746956966185977,0.017975139658746395,0.6891018776369209,0.23430232875261658,-0.15633527556612917,-0.15079700680305744,-0.7260767653719615,-0.3026674028901702,-0.23868779746870405,2.584057799163718,-0.8341961005244187,-0.19403342688197386,-0.2616681625731732,-0.2197649212334259,-0.2659133200789619
0.4915424711785237,-0.9122726791053111,-0.8898779530246196,-0.25221165436744775,-0.10100141630673834,0.1617316789749391,0.6992939241390336,0.07816047248746208,-0.33966806282140294,-0.7260767653719615,1.5919711926527087,-0.23868779746870405,-0.3869882478339421,1.1987589001810828,-0.19403342688197386,-0.2616681625731732,-0.2197649212334259,-0.2659133200789619
0.4915424711785237,0.4864763762336802,0.09629558939512638,1.097154492286558,0.5069397660047019,-0.6293236190180335,-0.49358842448359186,-0.4563636047007265,0.08615031801995776,-0.26263123252624604,-0.3026674028901702,-0.23868779746870405,-0.3869882478339421,-0.8341961005244187,-0.19403342688197386,-0.2616681625731732,-0.2197649212334259,-0.2659133200789619
-2.0344121996262032,0.318177693104658,0.5760439143908188,1.1723117950707158,-0.333150793800367,-1.2885363673455106,-1.5555929660905188,-0.5030799001248101,-1.6136891861451517,1.1277053660109004,-0.3026674028901702,-0.23868779746870405,-0.3869882478339421,1.1987589001810828,-0.19403342688197386,-0.2616681625731732,-0.2197649212334259,-0.2659133200789619
0.4915424711785237,-1.5966873238300048,-0.9414403676093822,0.36161161098730826,-0.5580455032473198,1.2164720762989025,-0.7083758598647681,-0.41436612699624736,-1.3149295157161325,-0.7260767653719615,-0.3026674028901702,-0.23868779746870405,-0.3869882478339421,-0.8341961005244187,-0.19403342688197386,3.8216342032835535,-0.2197649212334259,-0.2659133200789619
0.4915424711785237,1.1372312843325703,-1.2533324565812514,-2.1448384591554657,1.4645559481659198,-0.49748106935253805,-1.0894246804113734,-0.3792994128174371,0.3093615660416388,-0.7260767653719615,-0.3026674028901702,-0.23868779746870405,-0.3869882478339421,-0.8341961005244187,-0.19403342688197386,-0.2616681625731732,-0.2197649212334259,3.7606239495752
0.4915424711785237,0.3854971663562671,-0.00828170215706831,-0.18578794401574572,0.6404256580635381,-1.2885363673455106,0.6396141744070954,-0.35027868384187005,1.7447815917810645,0.664259833165185,-0.3026674028901702,3.501242476979579,2.584057799163718,-0.8341961005244187,-0.19403342688197386,-0.2616681625731732,-0.2197649212334259,-0.2659133200789619
0.4915424711785237,-0.7252741422952853,-0.6692489170971424,0.7154690691528468,-1.0470101295932752,0.029889129309443672,0.9096894866734263,-0.056797714293223805,-0.44955667723207676,-0.7260767653719615,-0.3026674028901702,-0.23868779746870405,-0.3869882478339421,-0.8341961005244187,-0.19403342688197386,-0.2616681625731732,4.550316740212776,-0.2659133200789619
0.4915424711785237,1.3952892651304052,-0.6291609553354678,-0.18578794401574572,-0.29252465273898204,-1.2885363673455106,-0.5771334448134382,-0.45922438794323667,1.5765146509647205,-0.7260767653719615,-0.3026674028901702,-0.23868779746870405,-0.3869882478339421,1.1987589001810828,-0.19403342688197386,-0.2616681625731732,-0.2197649212334259,-0.2659133200789619
